"Deployment","Period","Site","ID","FL_cm","Weight_g","Cage","K"
"Winter","Pre","RV",NA,5.2,0.88,"B",0.626
"Winter","Post","RV",NA,5.5,1.18,"B",0.709
"Winter","Pre","RV",NA,5.3,0.89,"B",0.598
"Winter","Post","RV",NA,5.5,1.17,"B",0.703
"Winter","Pre","RV",NA,5.7,1.3,"B",0.702
"Winter","Post","RV",NA,6.2,1.7,"B",0.713
"Winter","Pre","RV",NA,5.6,1.03,"B",0.587
"Winter","Post","RV",NA,5.9,1.39,"B",0.677
"Winter","Pre","RV",NA,5.6,1.09,"B",0.621
"Winter","Post","RV",NA,6,1.49,"B",0.69
"Winter","Pre","RV",NA,5.6,1.02,"B",0.581
"Winter","Post","RV",NA,5.7,1.19,"B",0.643
"Winter","Pre","RV",NA,5.9,1.31,"B",0.638
"Winter","Post","RV",NA,6.2,1.59,"B",0.667
"Winter","Pre","RV",NA,5.3,1.08,"B",0.725
"Winter","Post","RV",NA,5.6,1.22,"B",0.695
"Winter","Pre","RV",NA,5.9,1.2,"B",0.584
"Winter","Post","RV",NA,6.1,1.44,"B",0.634
"Winter","Pre","RV",NA,6.3,2.12,"B",0.848
"Winter","Post","RV",NA,6.7,2.31,"B",0.768
"Winter","Pre","RV",NA,NA,NA,"B",NA
"Winter","Post","RV",NA,6.4,1.75,"B",0.668
"Winter","Pre","RV",NA,6.2,1.64,"B",0.688
"Winter","Post","RV",NA,6.5,1.89,"B",0.688
"Winter","Pre","RV",NA,5.7,1.08,"B",0.583
"Winter","Post","RV",NA,6,1.43,"B",0.662
"Winter","Pre","RV",NA,6.3,1.58,"B",0.632
"Winter","Post","RV",NA,6.4,1.74,"B",0.664
"Winter","Pre","RV",NA,6.6,1.47,"B",0.511
"Winter","Post","RV",NA,7,2.25,"B",0.656
"Winter","Pre","RV",NA,NA,NA,"B",NA
"Winter","Post","RV",NA,7.4,2.9,"B",0.716
"Winter","Pre","RV",NA,6.2,1.65,"B",0.692
"Winter","Post","RV",NA,6.5,2.09,"B",0.761
"Winter","Pre","RV",NA,5.4,0.97,"B",0.616
"Winter","Post","RV",NA,5.6,1.17,"B",0.666
"Winter","Pre","RV",NA,6.5,1.97,"B",0.717
"Winter","Post","RV",NA,6.6,2.15,"B",0.748
"Winter","Pre","RV",NA,6.1,1.42,"B",0.626
"Winter","Post","RV",NA,6.3,1.66,"B",0.664
"Winter","Pre","RV",NA,6,1.56,"B",0.722
"Winter","Post","RV",NA,6.3,1.65,"B",0.66
"Winter","Pre","RV",NA,6,1.5,"B",0.694
"Winter","Post","RV",NA,6.4,1.81,"B",0.69
"Winter","Pre","RV",NA,6.3,1.71,"B",0.684
"Winter","Post","RV",NA,6.4,1.9,"B",0.725
"Winter","Pre","RV",NA,6.5,2,"B",0.728
"Winter","Post","RV",NA,6.7,2.29,"B",0.761
"Winter","Pre","RV",NA,6.3,1.54,"B",0.616
"Winter","Post","RV",NA,6.4,1.67,"B",0.637
"Winter","Pre","RV",NA,6.5,1.94,"B",0.706
"Winter","Post","RV",NA,6.6,2.04,"B",0.71
"Winter","Pre","RV",NA,5.7,0.96,"B",0.518
"Winter","Post","RV",NA,6,1.26,"B",0.583
"Winter","Pre","RV",NA,6,1.36,"B",0.63
"Winter","Post","RV",NA,6.4,1.73,"B",0.66
"Winter","Pre","RV",NA,NA,NA,"B",NA
"Winter","Post","RV",NA,6.2,1.46,"B",0.613
"Winter","Pre","RV",NA,4.6,0.62,"B",0.637
"Winter","Post","RV",NA,5,0.81,"B",0.648
"Winter","Pre","RV",NA,5.6,1.36,"B",0.774
"Winter","Post","RV",NA,6,1.48,"B",0.685
"Winter","Pre","RV",NA,6.1,1.31,"B",0.577
"Winter","Post","RV",NA,6.2,1.55,"B",0.65
"Winter","Pre","RV",NA,5.3,0.79,"B",0.531
"Winter","Post","RV",NA,5.6,0.98,"B",0.558
"Winter","Pre","RV",NA,5.7,1.18,"B",0.637
"Winter","Post","RV",NA,6,1.52,"B",0.704
"Winter","Pre","RV",NA,5.3,0.94,"B",0.631
"Winter","Post","RV",NA,5.8,1.34,"B",0.687
"Winter","Pre","RV",NA,5.7,1.2,"B",0.648
"Winter","Post","RV",NA,5.9,1.4,"B",0.682
"Winter","Pre","RV",NA,5.9,1.11,"B",0.54
"Winter","Post","RV",NA,6,1.33,"B",0.616
"Winter","Pre","RV",NA,6,1.53,"B",0.708
"Winter","Post","RV",NA,6.2,1.61,"B",0.676
"Winter","Pre","RV",NA,6.3,1.44,"B",0.576
"Winter","Post","RV",NA,6.4,1.71,"B",0.652
"Winter","Pre","RV",NA,5.6,1.09,"B",0.621
"Winter","Post","RV",NA,6,1.31,"B",0.606
"Winter","Pre","RV",NA,6,1.69,"F",0.782
"Winter","Post","RV",NA,6.4,1.8,"F",0.687
"Winter","Pre","RV",NA,6.3,1.52,"F",0.608
"Winter","Post","RV",NA,6.5,1.76,"F",0.641
"Winter","Pre","RV",NA,6.5,1.92,"F",0.699
"Winter","Post","RV",NA,6.5,2.06,"F",0.75
"Winter","Pre","RV",NA,6.4,1.68,"F",0.641
"Winter","Post","RV",NA,6.3,2.07,"F",0.828
"Winter","Pre","RV",NA,6.9,2.18,"F",0.664
"Winter","Post","RV",NA,7,2.27,"F",0.662
"Winter","Pre","RV",NA,6.8,2.13,"F",0.677
"Winter","Post","RV",NA,6.8,2.23,"F",0.709
"Winter","Pre","RV",NA,7.2,2.71,"F",0.726
"Winter","Post","RV",NA,7.2,2.79,"F",0.747
"Winter","Pre","RV",NA,6.4,2.06,"F",0.786
"Winter","Post","RV",NA,6.8,2.25,"F",0.716
"Winter","Pre","RV",NA,5.9,1.18,"F",0.575
"Winter","Post","RV",NA,6,1.33,"F",0.616
"Winter","Pre","RV",NA,6.3,1.62,"F",0.648
"Winter","Post","RV",NA,6.4,1.74,"F",0.664
"Winter","Pre","RV",NA,5.8,1.04,"F",0.533
"Winter","Post","RV",NA,5.9,1.19,"F",0.579
"Winter","Pre","RV",NA,6.3,1.58,"F",0.632
"Winter","Post","RV",NA,6.4,1.74,"F",0.664
"Winter","Pre","RV",NA,5.5,0.99,"F",0.595
"Winter","Post","RV",NA,5.8,1.22,"F",0.625
"Winter","Pre","RV",NA,6.2,1.62,"F",0.68
"Winter","Post","RV",NA,6.6,1.83,"F",0.637
"Winter","Pre","RV",NA,6,1.29,"F",0.597
"Winter","Post","RV",NA,6.2,1.35,"F",0.566
"Winter","Pre","RV",NA,5.4,0.88,"F",0.559
"Winter","Post","RV",NA,5.8,1.08,"F",0.554
"Winter","Pre","RV",NA,6.4,1.77,"F",0.675
"Winter","Post","RV",NA,6.4,1.84,"F",0.702
"Winter","Pre","RV",NA,5.6,1.27,"F",0.723
"Winter","Post","RV",NA,6,1.5,"F",0.694
"Winter","Pre","RV",NA,5.7,1.09,"F",0.589
"Winter","Post","RV",NA,5.9,1.14,"F",0.555
"Winter","Pre","RV",NA,6.2,1.36,"F",0.571
"Winter","Post","RV",NA,6.3,1.63,"F",0.652
"Winter","Pre","RV",NA,6.1,1.34,"F",0.59
"Winter","Post","RV",NA,6.2,1.49,"F",0.625
"Winter","Pre","RV",NA,6.5,1.85,"F",0.674
"Winter","Post","RV",NA,6.7,1.92,"F",0.638
"Winter","Pre","RV",NA,5.9,1.48,"F",0.721
"Winter","Post","RV",NA,6.2,1.59,"F",0.667
"Winter","Pre","RV",NA,5.6,1.12,"F",0.638
"Winter","Post","RV",NA,5.8,1.27,"F",0.651
"Winter","Pre","RV",NA,6,1.45,"F",0.671
"Winter","Post","RV",NA,6.2,1.75,"F",0.734
"Winter","Pre","RV",NA,6,1.24,"F",0.574
"Winter","Post","RV",NA,6.3,1.52,"F",0.608
"Winter","Pre","RV",NA,6.7,2.25,"F",0.748
"Winter","Post","RV",NA,7,2.59,"F",0.755
"Winter","Pre","RV",NA,5.2,0.92,"F",0.654
"Winter","Post","RV",NA,5.7,1.11,"F",0.599
"Winter","Pre","RV",NA,6,1.45,"F",0.671
"Winter","Post","RV",NA,6.2,1.58,"F",0.663
"Winter","Pre","RV",NA,6.3,1.66,"F",0.664
"Winter","Post","RV",NA,6.3,1.92,"F",0.768
"Winter","Pre","RV",NA,5.4,1.02,"F",0.648
"Winter","Post","RV",NA,5.7,1.15,"F",0.621
"Winter","Pre","RV",NA,6.5,1.94,"F",0.706
"Winter","Post","RV",NA,6.6,2.09,"F",0.727
"Winter","Pre","RV",NA,7,2.26,"F",0.659
"Winter","Post","RV",NA,7.1,2.61,"F",0.729
"Winter","Pre","RV",NA,5.5,1.14,"F",0.685
"Winter","Post","RV",NA,5.8,1.21,"F",0.62
"Winter","Pre","RV",NA,6.7,2.02,"F",0.672
"Winter","Post","RV",NA,6.7,2.32,"F",0.771
"Winter","Pre","RV",NA,6.2,1.45,"F",0.608
"Winter","Post","RV",NA,6.3,1.55,"F",0.62
"Winter","Pre","RV",NA,5.5,0.84,"F",0.505
"Winter","Post","RV",NA,5.7,1.15,"F",0.621
"Winter","Pre","RV",NA,6.3,1.6,"F",0.64
"Winter","Post","RV",NA,6.1,1.71,"F",0.753
"Winter","Pre","RV",NA,5.8,1.4,"F",0.718
"Winter","Post","RV",NA,6,1.37,"F",0.634
"Winter","Pre","RV",NA,5.3,0.91,"F",0.611
"Winter","Post","RV",NA,5.5,1.05,"F",0.631
"Winter","Pre","RV",NA,6.2,1.97,"F",0.827
"Winter","Post","RV",NA,6.4,1.99,"F",0.759
"Winter","Pre","RV",NA,6,1.58,"F",0.731
"Winter","Post","RV",NA,6.3,1.66,"F",0.664
"Winter","Pre","RV",NA,6.4,1.88,"F",0.717
"Winter","Post","RV",NA,6.8,2.02,"F",0.642
"Winter","Pre","RV",NA,5.9,1.52,"F",0.74
"Winter","Post","RV",NA,6.2,1.73,"F",0.726
"Winter","Pre","RV",NA,5.8,1.13,"F",0.579
"Winter","Post","RV",NA,5.9,1.18,"F",0.575
"Winter","Pre","RV",NA,5.4,0.92,"F",0.584
"Winter","Post","RV",NA,5.8,1.23,"F",0.63
"Winter","Pre","RV",NA,NA,NA,"F",NA
"Winter","Post","RV",NA,6.3,1.6,"F",0.64
"Winter","Pre","RV",NA,6.1,1.53,"F",0.674
"Winter","Post","RV",NA,6.3,1.69,"F",0.676
"Winter","Pre","RV",NA,6.4,1.73,"F",0.66
"Winter","Post","RV",NA,6.4,2.06,"F",0.786
"Winter","Pre","RV",NA,5.7,1.33,"F",0.718
"Winter","Post","RV",NA,6,1.55,"F",0.718
"Winter","Pre","RV",NA,6.3,1.73,"F",0.692
"Winter","Post","RV",NA,6.4,1.83,"F",0.698
"Winter","Pre","RV",NA,5.7,1.17,"F",0.632
"Winter","Post","RV",NA,6.1,1.43,"F",0.63
"Winter","Pre","RV",NA,6.5,2,"F",0.728
"Winter","Post","RV",NA,6.5,2.18,"F",0.794
"Winter","Pre","RV",NA,NA,NA,"F",NA
"Winter","Post","RV",NA,5.7,1.27,"F",0.686
"Winter","Pre","RV",NA,NA,NA,"F",NA
"Winter","Post","RV",NA,6.1,1.53,"F",0.674
"Winter","Pre","RV",NA,NA,NA,"F",NA
"Winter","Post","RV",NA,6.4,1.23,"F",0.469
"Summer","Pre","FCCL","1",4.7,0.74,NA,0.713
"Summer","Pre","FCCL","2",5.2,0.73,NA,0.519
"Summer","Pre","FCCL","3",4.6,0.72,NA,0.74
"Summer","Pre","FCCL","4",5.6,1.15,NA,0.655
"Summer","Pre","FCCL","5",5.3,0.96,NA,0.645
"Summer","Pre","FCCL","6",5.1,0.88,NA,0.663
"Summer","Pre","FCCL","7",5.6,1.28,NA,0.729
"Summer","Pre","FCCL","8",5.4,1.19,NA,0.756
"Summer","Pre","FCCL","9",4.6,0.67,NA,0.688
"Summer","Pre","FCCL","10",4.6,0.72,NA,0.74
"Summer","Pre","FCCL","11",5.1,0.84,NA,0.633
"Summer","Pre","FCCL","12",5,0.76,NA,0.608
"Summer","Pre","FCCL","13",5.2,0.88,NA,0.626
"Summer","Pre","FCCL","14",4.4,0.54,NA,0.634
"Summer","Pre","FCCL","15",5.1,0.94,NA,0.709
"Summer","Pre","FCCL","16",4.6,0.75,NA,0.771
"Summer","Pre","FCCL","17",5,0.77,NA,0.616
"Summer","Pre","FCCL","18",4.9,0.7,NA,0.595
"Summer","Pre","FCCL","19",6,1.41,NA,0.653
"Summer","Pre","FCCL","20",5.4,1.09,NA,0.692
"Summer","Pre","FCCL","21",5.6,1.2,NA,0.683
"Summer","Pre","FCCL","22",4.4,0.62,NA,0.728
"Summer","Pre","FCCL","23",5.1,0.87,NA,0.656
"Summer","Pre","FCCL","24",4.6,0.59,NA,0.606
"Summer","Pre","FCCL","25",5.1,0.91,NA,0.686
"Summer","Pre","FCCL","26",5.1,1.15,NA,0.867
"Summer","Pre","FCCL","27",4.9,0.78,NA,0.663
"Summer","Pre","FCCL","28",4.8,0.72,NA,0.651
"Summer","Pre","FCCL","29",4.6,0.54,NA,0.555
"Summer","Pre","FCCL","30",4.6,0.65,NA,0.668
"Summer","Pre","FCCL","31",5.7,1.43,NA,0.772
"Summer","Pre","FCCL","32",5.7,1.4,NA,0.756
"Summer","Pre","FCCL","33",5,0.78,NA,0.624
"Summer","Pre","FCCL","34",4.6,0.61,NA,0.627
"Summer","Pre","FCCL","35",5.1,0.89,NA,0.671
"Summer","Pre","FCCL","36",5,1.15,NA,0.92
"Summer","Pre","FCCL","37",4.3,0.55,NA,0.692
"Summer","Pre","FCCL","38",4.6,0.64,NA,0.658
"Summer","Pre","FCCL","39",5.1,0.84,NA,0.633
"Summer","Pre","FCCL","40",4.4,0.58,NA,0.681
"Summer","Pre","FCCL","41",4.7,0.66,NA,0.636
"Summer","Pre","FCCL","42",5.5,1.01,NA,0.607
"Summer","Pre","FCCL","43",5.3,1,NA,0.672
"Summer","Pre","FCCL","44",5.1,0.84,NA,0.633
"Summer","Pre","FCCL","45",4.4,0.46,NA,0.54
"Summer","Pre","FCCL","46",5.3,0.94,NA,0.631
"Summer","Pre","FCCL","47",4.7,0.62,NA,0.597
"Summer","Pre","FCCL","48",4.6,0.55,NA,0.565
"Summer","Pre","FCCL","49",4.9,0.8,NA,0.68
"Summer","Pre","FCCL","50",4.9,0.76,NA,0.646
"Summer","Pre","FCCL","51",5,0.8,NA,0.64
"Summer","Pre","FCCL","52",3.9,0.36,NA,0.607
"Summer","Pre","FCCL","53",4.3,0.56,NA,0.704
"Summer","Pre","FCCL","54",4.4,0.49,NA,0.575
"Summer","Pre","FCCL","55",4.7,0.68,NA,0.655
"Summer","Pre","FCCL","56",4.9,0.74,NA,0.629
"Summer","Pre","FCCL","57",5.3,0.93,NA,0.625
"Summer","Pre","FCCL","58",5,0.75,NA,0.6
"Summer","Pre","FCCL","59",5,0.87,NA,0.696
"Summer","Pre","FCCL","60",5,0.8,NA,0.64
"Summer","Post","RV","RV_082819_1",4.4,0.35,"Cage A",0.411
"Summer","Post","RV","RV_082819_2",4.5,0.65,"Cage A",0.713
"Summer","Post","RV","RV_082819_3",5,0.92,"Cage A",0.736
"Summer","Post","RV","RV_082819_4",5,0.71,"Cage A",0.568
"Summer","Post","RV","RV_082819_5",4.9,0.75,"Cage A",0.637
"Summer","Post","RV","RV_082819_6",4.9,0.69,"Cage A",0.586
"Summer","Post","RV","RV_082819_7",5.2,0.95,"Cage A",0.676
"Summer","Post","RV","RV_082819_8",4.8,0.77,"Cage A",0.696
"Summer","Post","RV","RV_082819_9",4.8,0.69,"Cage A",0.624
"Summer","Post","RV","RV_082819_10",5,0.84,"Cage B",0.672
"Summer","Post","RV","RV_082819_11",5,0.86,"Cage B",0.688
"Summer","Post","RV","RV_082819_12",4.9,0.85,"Cage B",0.722
"Summer","Post","RV","RV_082819_13",4.9,0.78,"Cage B",0.663
"Summer","Post","RV","RV_082819_14",5,0.83,"Cage B",0.664
"Summer","Post","RV","RV_082819_15",5.7,1.12,"Cage B",0.605
"Summer","Post","RV","RV_082819_16",5,0.79,"Cage B",0.632
"Summer","Post","RV","RV_082819_17",5,0.71,"Cage C",0.568
"Summer","Post","RV","RV_082819_18",4.9,0.74,"Cage C",0.629
"Summer","Post","RV","RV_082819_19",4.7,0.81,"Cage C",0.78
"Summer","Post","RV","RV_082819_20",4.7,0.86,"Cage C",0.828
"Summer","Post","RV","RV_082819_21",5.3,1.17,"Cage C",0.786
"Summer","Post","RV","RV_082819_22",4.7,0.49,"Cage C",0.472
"Summer","Post","RV","RV_082819_41",5.5,0.95,"Cage A",0.571
"Summer","Post","RV","RV_082819_42",4.7,0.71,"Cage A",0.684
"Summer","Post","RV","RV_082819_43",5.1,0.94,"Cage A",0.709
"Summer","Post","RV","RV_082819_44",4.6,0.6,"Cage A",0.616
"Summer","Post","RV","RV_082819_45",4.6,0.63,"Cage A",0.647
"Summer","Post","RV","RV_082819_46",5,0.84,"Cage A",0.672
"Summer","Post","RV","RV_082819_47",4.9,0.71,"Cage A",0.603
"Summer","Post","RV","RV_082819_48",4.9,0.67,"Cage A",0.569
"Summer","Post","RV","RV_082819_49",5.8,1.29,"Cage A",0.661
"Summer","Post","RV","RV_082819_50",5,0.73,"Cage A",0.584
"Summer","Post","RV","RV_082819_51",4.7,0.64,"Cage A",0.616
"Summer","Post","RV","RV_082819_52",5.2,0.84,"Cage A",0.597
"Summer","Post","RV","RV_082819_53",5.6,1.14,"Cage A",0.649
"Summer","Post","RV","RV_082819_54",5.2,1.06,"Cage A",0.754
"Summer","Post","RV","RV_082819_55",5.6,1.13,"Cage A",0.643
"Summer","Post","RV","RV_082819_56",5.4,1.11,"Cage A",0.705
"Summer","Post","RV","RV_082819_57",5.1,0.88,"Cage A",0.663
"Summer","Post","RV","RV_082819_58",5.5,0.88,"Cage A",0.529
"Summer","Post","RV","RV_082819_59",5.1,0.88,"Cage A",0.663
"Summer","Post","RV","RV_082819_60",4.6,0.51,"Cage A",0.524
"Summer","Post","RV","RV_082819_61",4.5,0.54,"Cage A",0.593
"Summer","Post","RV","RV_082819_62",5.1,0.92,"Cage A",0.694
"Summer","Post","RV","RV_082819_63",5,0.69,"Cage A",0.552
"Summer","Post","RV","RV_082819_64",4.5,0.44,"Cage A",0.483
"Summer","Post","RV","RV_082819_65",4.9,0.85,"Cage A",0.722
"Summer","Post","RV","RV_082819_66",4.8,0.79,"Cage A",0.714
"Summer","Post","RV","RV_082819_67",4.9,0.65,"Cage A",0.552
"Summer","Post","RV","RV_082819_68",5,0.64,"Cage A",0.512
"Summer","Post","RV","RV_082819_69",5,0.89,"Cage A",0.712
"Summer","Post","RV","RV_082819_70",4.7,0.41,"Cage B",0.395
"Summer","Post","RV","RV_082819_71",4.7,0.66,"Cage B",0.636
"Summer","Post","RV","RV_082819_72",4.1,0.46,"Cage B",0.667
"Summer","Post","RV","RV_082819_73",5.6,1.06,"Cage B",0.604
"Summer","Post","RV","RV_082819_74",4.8,0.53,"Cage B",0.479
"Summer","Post","RV","RV_082819_75",4.9,0.67,"Cage C",0.569
"Summer","Post","RV","RV_082819_76",4.8,0.7,"Cage B",0.633
"Summer","Post","RV","RV_082819_77",5,0.82,"Cage B",0.656
"Summer","Post","RV","RV_082819_78",4.9,0.77,"Cage B",0.654
"Summer","Post","RV","RV_082819_79",4.7,0.75,"Cage B",0.722
"Summer","Post","RV","RV_082819_80",4.5,0.53,"Cage B",0.582
"Summer","Post","RV","RV_082819_81",5.4,1.16,"Cage B",0.737
"Summer","Post","RV","RV_082819_82",5,0.83,"Cage B",0.664
"Summer","Post","RV","RV_082819_83",6,1.67,"Cage B",0.773
"Summer","Post","RV","RV_082819_84",4.5,0.4,"Cage B",0.439
"Summer","Post","RV","RV_082819_85",5.1,0.92,"Cage B",0.694
"Summer","Post","RV","RV_082819_86",5.3,0.98,"Cage B",0.658
"Summer","Post","RV","RV_082819_87",5.4,1.05,"Cage B",0.667
"Summer","Post","RV","RV_082819_88",5,0.83,"Cage B",0.664
"Summer","Post","RV","RV_082819_89",4.7,0.7,"Cage B",0.674
"Summer","Post","RV","RV_082819_90",5,0.67,"Cage A",0.536
"Summer","Post","RV","RV_082819_91",4.5,0.55,"Cage B",0.604
"Summer","Post","RV","RV_082819_92",4.5,0.7,"Cage B",0.768
"Summer","Post","RV","RV_082819_93",4.9,0.89,"Cage B",0.756
"Summer","Post","RV","RV_082819_94",4.9,0.59,"Cage B",0.501
"Summer","Post","RV","RV_082819_95",5.4,0.88,"Cage C",0.559
"Summer","Post","RV","RV_082819_96",4.8,0.72,"Cage B",0.651
"Summer","Post","RV","RV_082819_97",4.3,0.57,"Cage B",0.717
"Summer","Post","RV","RV_082819_98",4.7,0.55,"Cage C",0.53
"Summer","Post","RV","RV_082819_99",4.7,0.55,"Cage B",0.53
"Summer","Post","RV","RV_082819_100",4.9,0.75,"Cage C",0.637
"Summer","Post","RV","RV_082819_101",4.7,0.8,"Cage C",0.771
"Summer","Post","RV","RV_082819_102",4.9,0.79,"Cage C",0.671
"Summer","Post","RV","RV_082819_103",4.7,0.68,"Cage C",0.655
"Summer","Post","RV","RV_082819_104",4.8,0.66,"Cage C",0.597
"Summer","Post","RV","RV_082819_105",5.5,1.19,"Cage C",0.715
"Summer","Post","RV","RV_082819_106",4.9,0.79,"Cage C",0.671
"Summer","Post","RV","RV_082819_107",5.1,0.67,"Cage C",0.505
"Summer","Post","RV","RV_082819_108",4.9,0.85,"Cage C",0.722
"Summer","Post","RV","RV_082819_109",5.3,1.06,"Cage C",0.712
"Summer","Post","RV","RV_082819_110",4.8,0.85,"Cage C",0.769
"Summer","Post","RV","RV_082819_111",4.9,0.62,"Cage C",0.527
"Summer","Post","RV","RV_082819_112",4.6,0.43,"Cage C",0.442
"Summer","Post","RV","RV_082819_113",4.7,0.66,"Cage C",0.636
"Summer","Post","RV","RV_082819_114",4.9,0.64,"Cage C",0.544
"Summer","Post","RV","RV_082819_115",5.1,0.58,"Cage C",0.437
"Summer","Post","RV","RV_082819_116",5,0.88,"Cage C",0.704
"Summer","Post","RV","RV_082819_117",4.8,0.69,"Cage C",0.624
"Summer","Post","RV","RV_082819_118",5.3,1.01,"Cage C",0.678
"Summer","Post","RV","RV_082819_119",4.7,0.71,"Cage C",0.684
"Summer","Post","RV","RV_082819_120",5,0.81,"Cage C",0.648
"Summer","Post","RV","RV_082819_121",5.1,0.8,"Cage C",0.603
"Summer","Post","RV","RV_082819_122",4.8,0.71,"Cage C",0.642
"Summer","Post","RV","RV_082819_123",5.1,0.89,"Cage C",0.671
"Summer","Post","RV","RV_082819_124",5.1,0.82,"Cage C",0.618
"Summer","Post","RV","RV_082819_125",4.9,0.77,"Cage C",0.654
"Summer","Post","RV","RV_082819_126",4.9,0.81,"Cage C",0.688
"Summer","Post","RV","RV_082819_127",4.6,0.48,"Cage C",0.493
"Summer","Post","RV","RV_082819_128",4.9,0.69,"Cage C",0.586
"Summer","Post","RV","RV_082819_129",4.6,0.68,"Cage C",0.699
"Summer","Post","RV","RV_082819_130",5.3,0.84,"Cage B",0.564
"Summer","Post","RV","RV_082819_131",4.7,0.55,"Cage C",0.53
"Summer","Post","RV","RV_082819_132",5,0.51,"Cage C",0.408
"Summer","Post","RV","RV_082819_133",5.3,0.86,"Cage C",0.578
"Summer","Post","RV","RV_082819_134",5,0.78,"Cage C",0.624
"Summer","Post","RV","RV_082819_135",4.8,0.47,"Cage C",0.425
"Summer","Post","RV","RV_082819_136",4.1,0.3,"Cage B",0.435
"Summer","Post","RV","RV_082819_137",4,0.16,"Cage B",0.25
"Summer","Post","RV","RV_082819_138",NA,0.31,"Cage B",NA
"Summer","Post","RV","RV_082819_139",NA,0.09,"Cage C",NA
"Summer","Post","RV","RV_082819_140",5.3,0.69,"Cage C",0.463
"Summer","Post","RV","RV_082819_141",4,0.36,"Cage C",0.562
"Summer","Post","RV","RV_082819_142",4.8,0.61,"Cage B",0.552
"Summer","Post","RV","RV_082819_143",NA,0.15,"Cage B",NA
"Summer","Post","RV","RV_082819_144",NA,0.1,"Cage C",NA
"Summer","Post","RV","RV_082819_145",NA,0.48,NA,NA
"Summer","Post","RV","RV_082819_146",NA,0.97,NA,NA
"Summer","Post","RV","RV_082819_147",NA,1.03,NA,NA
"Summer","Post","RV","RV_082819_148",NA,0.61,NA,NA
"Summer","Post","RV","RV_082819_149",NA,0.93,NA,NA
"Summer","Post","RV","RV_082819_150",NA,0.89,NA,NA
"Summer","Post","RV","RV_082819_151",NA,1.24,NA,NA
"Summer","Post","RV","RV_082819_152",NA,0.89,NA,NA
"Summer","Post","FCCL","FCCL_082919_1",5.3,0.74,"B3",0.497
"Summer","Post","FCCL","FCCL_082919_2",5.7,1.15,"B3",0.621
"Summer","Post","FCCL","FCCL_082919_3",6.2,1.41,"B3",0.592
"Summer","Post","FCCL","FCCL_082919_4",4.7,0.46,"B3",0.443
"Summer","Post","FCCL","FCCL_082919_5",5.3,0.71,"B3",0.477
"Summer","Post","FCCL","FCCL_082919_6",5.4,1.07,"B3",0.68
